YEAR,RANKING,COMPANY,CUSTOMER SATISFACTION,EMPLOYEE ENGAGEMENT AND DEVELOPMENT,INNOVATION,SOCIAL RESPONSIBILITY,FINANCIAL STRENGTH,EFFECTIVENESS,gvkey,new_gvkey
2017,461,Synnex,42.6,48.1,46.7,46,51.8,45.2,163559,
2018,635,Synnex,44.5,41.6,45.8,39.2,49.9,41,163559,
2020,720,Synnex Corp,44,37,44.4,43.9,51.2,41,163559,
2021,715,Synnex Corp,38.8,48.2,43.2,41.4,51.9,41.1,163559,
2017,616, Intercontinental Exchange ,44.4,42.1,46.4,34,48.4,38.6,163610,
2018,632,Intercontinental Exchange,41.1,43.2,44.7,44.3,47,41.1,163610,
2019,400,Intercontinental Exchange Inc,51.4,49.4,44.3,48.3,49.3,47.3,163610,
2020,370, Intercontinental Exchange Inc ,54.7,47.5,45.1,51.5,54.2,50.4,163610,
2021,393, Intercontinental Exchange Inc ,58,53.4,41.5,49.6,47.9,49.8,163610,
2018,246,Cooper-Standard Holdings,62.8,46.1,49.8,52.7,50.8,53.4,163765,
2019,507,Cooper-Standard Holdings Inc,52,42.8,49,47.6,39.3,43.5,163765,
2020,679, Cooper-Standard Holdings Inc. ,46,43.8,51.9,48.5,31.6,42.4,163765,
2018,230,Square,62.5,68.1,50.1,41.6,44.6,54,163872,
2019,74,Square Inc,70.3,64.5,51.1,43,71.7,63.7,163872,
2020,211,"Square, Inc. A",57,60.3,51.3,43.5,61.6,55.9,163872,
2021,141,"Square, Inc A",59.6,64.6,48.1,48.8,66.3,59.4,163872,
2017,676,Global Partners?€?,33.6,40.5,45.6,39.4,34,32.6,163935,
2018,684,CF Industries Holdings,43.6,41.6,45.1,41.8,39.9,38.5,163946,
2019,581,CF Industries Holdings Inc,35.1,47.4,45,41.9,46.1,40.2,163946,
2020,689, CF Industries Holdings ,38.8,47.8,43,44.1,51.3,42.2,163946,
2021,484,CF Industries Holdings,40.4,55.7,45.8,51.4,46.4,47.1,163946,
2018,621,TreeHouse Foods,64.6,31.1,49,44,34.7,41.5,163983,
2019,543,TreeHouse Foods Inc,54.2,43.8,49.1,41.4,37.7,41.8,163983,
2020,745, TreeHouse Foods Inc ,52.5,34,47.9,39.4,44,40.2,163983,
2021,743,TreeHouse Foods Inc,48,31.2,46.8,46.5,42.7,40,163983,
2017,352, Discovery Communications ,58.9,49.7,53.2,40,47.4,48.8,164296,
2017,346, Spirit AeroSystems ,55.3,47.2,48.9,46,51.4,49,164494,
2018,256,Spirit AeroSystems,57.2,48.5,46.5,50.7,58.2,53,164494,
2019,333,Spirit AeroSystems Holdings Inc,50.1,51.2,47.4,46.6,54.3,49.6,164494,
2020,651, Spirit Aerosystems Holdings A ,49.2,52.1,46.3,44.7,35.4,43.3,164494,
2021,544, Spirit Aerosystems Holdings A ,51.1,46.3,47.9,49.7,36.8,45.6,164494,
2018,613,Brookdale Senior Living,53.8,34.8,48.1,55.1,29.7,41.7,164652,
2020,611, Brookdale Senior Living ,52.9,39.5,44.1,50,45.4,44.5,164652,
2018,447,Kapstone Paper and Packaging,58.1,39.8,47.9,50.5,43,46.6,164680,
2017,404,Ameriprise Financial,51.2,53.5,44.8,43.2,49.9,47.2,164708,
2018,283,Ameriprise Financial,54.1,56.1,44.8,50.3,52.5,52,164708,
2019,223,Ameriprise Financial Inc,56.1,56.5,44.8,50.6,56.7,53.8,164708,
2020,286, Ameriprise Financial Inc ,56.7,54.8,43.5,49.7,58.4,52.9,164708,
2021,379,Ameriprise Financial Inc,53.1,54.7,48,49.5,44.4,50.2,164708,
2017,201,Under Armour,60.8,56.1,60.4,42,47.1,54.1,165052,
2018,419,Under Armour,56.7,54.1,51.5,43,38.1,47.5,165052,
2019,347,Under Armour Inc,63.8,51.5,50,46.4,40,48.9,165052,
2020,440,Under Armour Inc-C,55.2,53.5,49.8,50.4,36.1,48.7,165052,
2021,384,Under Armour Inc-C,51.8,50.5,50,49.9,47.1,50,165052,
2018,250,Leidos Holdings,51.6,49.6,49.9,61.7,46,53.2,165123,
2019,150,Leidos Holdings Inc,59.5,49.1,49,67.2,50.6,57.2,165123,
2020,189,Leidos Holdings Inc,49.7,52.9,49.3,66.8,52.7,56.9,165123,
2021,106,Leidos Holdings Inc,50.9,55.7,55.6,69.4,50.9,61.2,165123,
2017,620,Energy Transfer Equity?€?,38.1,52.6,40,36,46.2,38.5,165649,
2017,603,Western Refining,45.7,52.3,41.1,33.7,44,39.1,165652,
2017,393,Viacom,36,50.7,57.3,49.1,49,47.5,165675,
2018,328,Viacom,37.1,50.9,57.4,54,48.7,50.3,165675,
2019,240,Viacom Inc,42.2,52,56.9,60,46.9,53.3,165675,
2020,620,ViacomCBS Inc B,36.5,49.9,43.3,49.2,51.5,44.2,165675,
2021,596,ViacomCBS Inc B,37.1,43.6,50.4,50.9,47.5,44.3,165675,
2017,577,Live Nation,42.5,47.1,45.2,38.5,46.9,40.3,165746,
2018,699,Live Nation,32,52.3,48.2,36.7,39,37.5,165746,
2019,516,Live Nation Entertainment Inc,42.3,51.7,47.8,38.8,46.1,43,165746,
2020,768, Live Nation Entertainment Inc. ,35.1,54.5,44.9,43.1,36,39.4,165746,
2021,837, Live Nation Entertainment Inc ,26.1,49.8,45.8,42.4,21.7,32.6,165746,
2017,449,Chipotle Mexican Grill,46.5,46.6,60.7,37.6,47.3,45.7,165914,
2018,425,Chipotle Mexican Grill,55.4,47.2,47.3,43.2,49.3,47.2,165914,
2019,330,Chipotle Mexican Grill Inc,55.1,51,48,46.5,50.7,49.7,165914,
2020,385, Chipotle Mexican Grill Inc. ,52.7,46.8,48.1,49.9,53.6,50,165914,
2021,410, Chipotle Mexican Grill Inc ,55.1,38.8,49.1,49.9,56.6,49.3,165914,
2017,609, Fidelity National Information Services ,50.9,36.4,41.4,39.5,47.5,38.8,165993,
2018,588,Fidelity National Information,48.9,45.9,43.6,41.6,46.4,42.5,165993,
2019,417,Fidelity National Information Services Inc,51.6,46.6,46.1,48.5,47.8,46.7,165993,
2020,496, Fidelity National Information ,53.9,50.7,46,50.7,39.8,47.3,165993,
2021,444, Fidelity National Information ,54.3,48.7,45.8,52.1,41.1,48.3,165993,
2018,736,Amtrust Financial Services,39.1,41.4,45.3,36.2,38.4,34.9,166005,
2017,569,Tim Hortons?€?,46.4,38.7,38.7,48.2,47.5,40.6,166366,
2017,671,Delek US,48.4,24.3,42.4,41.6,41.7,33.6,166563,
2020,862,Delek US Holdings,27.7,41.6,40.8,33.2,40.4,30.2,166563,
2021,835,Delek US Holdings,32.3,37.1,45.3,38.6,38.4,32.7,166563,
2018,523,Post Holdings,63.6,40.6,50,38.1,42.6,44.6,170527,
2019,582,Post Holdings Inc,54,41.5,48.1,33.2,43.6,39.9,170527,
2020,730,Post Holdings Inc.,51.8,40.4,47.9,34.7,46,40.7,170527,
2021,735,Post Holdings Inc,48.8,41.7,46.6,37.8,43.7,40.2,170527,
2018,397,Splunk,59.8,61.3,44.2,44.6,36.2,48,170616,
2020,232,Splunk Inc.,61,66.1,50.7,47.9,42.2,54.7,170616,
2021,481,Splunk Inc,55.8,63.9,46.8,46.1,22.3,47.2,170616,
2017,46,Facebook,45.2,73.6,69.4,44.9,70.1,65.7,170617,
2018,23,Facebook,38.6,75.7,70.7,52.8,83.6,72.1,170617,
2019,6,Facebook Inc,41.6,73.8,83.5,55,90.7,80.8,170617,
2020,12,Facebook Inc A,26.3,75.1,91.7,59.1,83.8,77.2,170617,
2021,31,Meta Platforms Inc,27.3,67.9,81.7,57,84.4,69.4,170617,
2018,738,Diamondback Energy,43.9,30.7,40.5,33.8,50.6,34.4,170750,
2020,863, Diamondback Energy Inc ,38.4,31.6,40.6,37.3,33.3,29.8,170750,
2021,777, Diamondback Energy Inc ,52.9,39.3,42.4,40.3,34.8,38.2,170750,
2017,380,Phillips 66,39.5,59.4,56.8,39.7,49.4,47.9,170841,
2018,359,Phillips 66,41.4,59.6,48.5,44.1,53.8,49.1,170841,
2019,240,Phillips 66,39.9,63.6,49.4,48.4,57,53.3,170841,
2020,520,Phillips 66,19.1,65.8,47.7,54.8,47.8,46.5,170841,
2021,535,Phillips 66,33.3,58.1,48.6,52.8,39.1,45.7,170841,
2017,471,ServiceNow,63.3,57.9,42.8,39.7,31.4,44.6,171007,
2018,259,ServiceNow,54.1,58.9,53.4,40.1,55.3,52.9,171007,
2019,140,ServiceNow Inc,63.2,59.9,50.9,42.1,64.4,58,171007,
2020,119,ServiceNow Inc.,61.8,59.6,52,44.8,71.9,60.4,171007,
2021,187,ServiceNow Inc,55,64.8,46.3,49.8,62.7,57.1,171007,
2018,365,Bloomin&#8217; Brands,56.7,52.6,42.4,42,56,49,171049,
2019,509,Bloomin&#8217; Brands Inc,52,52.1,42.6,38,46.2,43.3,171049,
2020,735,Bloomin&#8217; Brands Inc,49.2,51.4,43.4,38,37.9,40.5,171049,
2021,671,Bloomin&#8217; Brands Inc,51.5,38.6,46.5,39.8,51,42.3,171049,
2017,642,Palo Alto Networks,46.6,55.8,43.7,34.7,29,37,171067,
2018,414,Palo Alto Networks,47.5,59.9,44.9,38,54.3,47.6,171067,
2019,246,Palo Alto Networks Inc,62.9,57.8,46.5,42,56.1,53.2,171067,
2020,372, Palo Alto Networks Inc. ,51.2,51.4,50.7,51.3,46,50.3,171067,
2021,462,Palo Alto Networks Inc,50.8,57.7,46.7,47.3,38.2,47.8,171067,
2021,764,Five Below Inc,48.8,38.1,43.8,35.9,51,39,171141,
2018,437,Discovery,55.5,49.6,56.4,41,38.7,46.9,174025,
2019,351,Discovery Inc,60.7,46,51.5,47.7,43.8,48.7,174025,
2020,289,"Discovery, Inc C",47.9,63.7,53.3,45.7,49.4,52.7,174025,
2021,478,"Discovery, Inc C",43.7,53.8,53.3,44.1,46.2,47.3,174025,
2018,700,Qurate Retail Group,57.2,23.1,46.4,36.4,46.7,37.3,174147,
2019,558,Qurate Retail Inc,49,46,48.9,37.2,42.6,41.4,174147,
2020,683,Qurate Retail Inc-A,46,51.3,49.9,35,43.5,42.3,174147,
2021,580,Qurate Retail Inc-A,41.5,49.5,50.6,42.9,49.1,44.7,174147,
2018,595,Select Medical Holdings,50.9,43.2,44.9,42.6,43.6,42.2,174236,
2020,778, Select Medical Holdings Corp ,47.5,41,43.4,36,47.7,39.1,174236,
2021,811, Select Medical Holdings Corp ,42.2,40.5,41.9,32.9,49.8,35.8,174236,
2018,459,KBR,44.5,42.9,45.2,56.9,46.6,46.3,174310,
2019,480,KBR Inc,40.3,45.6,44.7,52.6,46.1,44.3,174310,
2020,344,KBR Inc,56,46.9,46.2,56.1,48.6,51.1,174310,
2021,292,KBR Inc,56.7,43.7,50.1,61.2,43.8,53,174310,
2017,409, Western Union ,58.6,50.3,40.7,46.8,45.8,47.1,175263,
2018,281,Western Union,56.6,51.6,42.1,48,60.7,52.1,175263,
2019,256,Western Union Co,65.7,50.6,43.8,54.2,49.8,52.8,175263,
2020,328,Western Union Co,62.6,44.4,43.6,55.3,50.8,51.5,175263,
2021,135,Western Union Co,57.5,50.6,58.6,58.9,54.5,59.6,175263,
2017,222,Hanesbrands,62.2,38.7,50.7,54.7,56.7,53.5,175319,
2018,186,Hanesbrands,60.2,42,54.4,58.7,53.4,55.9,175319,
2019,240,HanesBrands Inc,62,36.5,56.8,60.9,47.3,53.3,175319,
2020,246,Hanesbrands Inc,60.4,34.4,56,60.3,50.3,54,175319,
2021,249,Hanesbrands Inc,58.8,43,56,57.2,45.3,54.3,175319,
2017,359,First Solar,52.8,47.2,49.6,59.5,36.3,48.7,175404,
2020,210,First Solar Inc,61.4,58.7,43.1,59.6,49,56,175404,
2018,608,Sally Beauty Systems,57.5,30.4,42.8,43,51.2,41.9,175900,
2019,612,Sally Beauty Holdings Inc,56.6,26.7,42.7,40.5,45,37.2,175900,
2020,807,Sally Beauty Co Inc,54.7,27,41.4,41,45.8,37.6,175900,
2021,769," Sally Beauty Holdings, Inc ",53,27.1,43.2,41.5,50.3,38.8,175900,
2018,365,IPG Photonics,58.1,52.9,43,37.5,59,49,175955,
2020,761,IPG Photonics Corp,54.4,39,42.8,39.7,41.1,39.7,175955,
2021,710,IPG Photonics Corp,53.3,36.9,42.2,44.6,43.8,41.2,175955,
2017,442, Spectra Energy ,35.5,60.1,40.9,55.8,42.9,45.9,176282,
2017,594, Interactive Brokers Group ,40.1,44.4,40.6,44.6,46.3,39.4,176701,
2020,753, Interactive Brokers Group A ,42.6,36.9,44.9,37.3,56.4,39.9,176701,
2021,757, Interactive Brokers Group A ,42.1,45.1,42.6,36.9,53.3,39.5,176701,
2018,259,Brinker International,58.5,52.7,51.6,44.5,54.2,52.9,176726,
2019,465,Brinker International Inc,52.5,46.3,49.6,38,49.6,45,176726,
2017,322,Domtar,57.1,50.4,47.2,52.8,43.3,50,176760,
2018,489,Domtar,56.4,41,46.6,53.7,36.9,45.4,176760,
2020,404,Domtar Corp,58,46.4,46,54,44.8,49.6,176760,
2021,425,Domtar Corp,60.9,41.5,45.3,54.5,40.8,48.8,176760,
2018,315,Broadridge Financial Solutions,49.1,48.2,43.6,49.6,62.7,50.8,176928,
2019,288,Broadridge Financial Solutions Inc,50.3,51.6,46.5,50.5,55.8,51.4,176928,
2020,520, Broadridge Financial Solutions Inc. ,45.1,48.4,45.8,45.5,55,46.5,176928,
2021,544, Broadridge Financial Solutions Inc ,43.1,48.3,45.2,49.5,49.9,45.6,176928,
2017,264,First Data?€?,78.7,44.3,44.4,44.5,48.1,51.6,177009,
2018,660,First Data,44.4,35,46.8,42.6,47.8,39.9,177009,
2020,726, Blackstone Group The ,35,61.1,42.2,38.6,43.7,40.8,177088,
2019,609,Cinemark Holdings Inc,44.4,38.1,42,41.7,43.2,37.5,177108,
2020,848, Cinemark Holdings Inc ,26.9,41.7,41.3,43.4,38.2,33.1,177108,
2018,539,CACI International,53.7,45.7,45.5,42.1,45.2,44.1,177109,
2019,536,CACI International Inc,45.3,46,44.4,40,48.8,42.2,177109,
2020,556, CACI International Inc ,55.1,48.5,45.3,39.2,51.2,45.8,177109,
2021,393,CACI International Inc,52,54.6,51.4,43.6,49.1,49.8,177109,
2020,751,INSULET CORP,43.1,36.1,47.8,34.5,56.8,40,177227,
2021,503,INSULET CORP,50.3,44.1,44.9,49.5,50.5,46.5,177227,
2017,103,TE Connectivity,69.4,47.1,49,61.7,55.3,59.7,177267,
2018,86,TE Connectivity,73.8,46.9,52.5,64,52.8,61.9,177267,
2020,105,TE Connectivity Ltd.,71.6,52.8,52.7,64.4,47.2,61.5,177267,
2021,87,TE Connectivity Ltd.,71.8,53.1,51.3,64.8,48.9,63,177267,
2018,395,Jazz Pharmaceuticals,43.9,62.8,45.3,41.8,51.4,48.1,177287,
2021,717, Jazz Pharmaceuticals plc ,39.7,57.7,44.5,37,43,41,177287,
2017,91, Discover Financial Services ,62.2,57.4,68.6,48.7,49.8,60.5,177376,
2018,204,Discover Financial Services,62.8,62.6,44.9,52.4,46.3,55,177376,
2019,180,Discover Financial Services,63.4,59.8,44.1,55,51.1,55.8,177376,
2020,311, Discover Financial Services ,63.3,55.6,47.3,50.1,42.1,52,177376,
2021,191, Discover Financial Services ,57.3,56.9,51.7,50.4,60.3,57,177376,
2020,274,Masimo Corp,52.8,59.3,46.5,39.9,67.3,53.2,177881,
2021,451,Masimo Corp,49.3,50,51.4,38.9,59.5,48.1,177881,
2017,378,Concho Resources,29.9,60.7,78.4,33.9,43.1,48.1,177884,
2018,642,Concho Resources,31.9,63.2,43.2,38,43.8,40.8,177884,
2020,864, Concho Resources Inc ,37.2,39.9,41.9,40,20.7,29.7,177884,
2018,126,WABCO Holdings,68.6,56.2,49.8,46.5,62,58.9,177925,
2019,351,WABCO Holdings Inc,47.8,56.9,49.3,43.6,48.8,48.7,177925,
2019,330,Genpact Ltd,56.5,46.4,44.8,55.4,48.2,49.7,177983,
2020,313,Genpact Ltd,58.4,46.7,41.8,58.9,51.9,51.9,177983,
2021,319,Genpact Ltd,55.8,51.2,40.7,59.6,48.8,52.1,177983,
2017,196,Lululemon Athletica?€?,58.1,57.8,47.8,46.1,55.7,54.2,178015,
2018,170,Lululemon Athletica,57.8,59,47.6,47.7,61.6,56.5,178015,
2019,77,Lululemon Athletica Inc,61.8,65.4,49.2,52.9,67.7,63.5,178015,
2020,113, Lululemon Athletica inc ,61.7,61.2,48,52.2,68.7,61.1,178015,
2021,175,Lululemon Athletica inc,57.3,62.6,51.3,47.9,60.7,57.7,178015,
2020,45,Vmware Inc A,67.9,70.9,53,62.7,60.2,68.5,178083,
2021,79,Vmware Inc A,61.4,68.9,52.9,59.1,52.8,63.8,178083,
2017,127,Teradata,75.2,50.5,46.5,63.3,41.3,58,178310,
2018,421,MSCI,35.5,46.2,44.3,48.7,65.4,47.4,178507,
2019,125,MSCI Inc,45.2,57.1,58.9,46.6,69.3,59,178507,
2020,479,MSCI Inc,19.4,58.3,51.9,46.3,65.1,47.6,178507,
2021,591,MSCI Inc,26.4,59,45.2,43.8,62.5,44.4,178507,
2018,494,LPL Financial Holdings,51.4,48.2,46.3,41.5,48.5,45.3,178519,
2019,293,LPL Financial Holdings Inc,52,49.3,45.4,44,63.9,51.1,178519,
2020,857,CVR Energy Inc,28.4,34.2,42,35.3,46.8,31.2,178672,
2021,845,CVR Energy Inc,30.6,26.4,40.2,32.9,40.5,25.7,178672,
2018,383,Ulta Beauty,48,43.4,47.3,41.4,66,48.5,178704,
2019,359,Ulta Beauty Inc,55.1,41.4,48.9,41.8,59.2,48.3,178704,
2020,618,"Ulta Beauty, Inc",51.7,41.6,45.9,45.3,47.4,44.3,178704,
2021,651,"Ulta Beauty, Inc",54.2,41.6,45.6,38.1,50.5,42.9,178704,
2017,669, Franco-Nevada?€? ,37.5,34.7,44.6,37.6,44.2,34,178997,
2019,440,American Water Works Company Inc,32.8,49.6,47.4,56.8,44.9,45.8,179437,
2020,432, American Water Works Co Inc ,45.7,46.2,44.7,58.5,50.2,48.9,179437,
2021,315, American Water Works Co Inc ,44.1,59.4,47.3,57.7,46.4,52.2,179437,
2017,105,Visa,62,47.1,60.5,53.6,59.9,59.6,179534,
2018,54,Visa,62.2,53.1,60.2,63.1,62.4,65.7,179534,
2019,21,Visa Inc,68.1,56.4,58.7,63.8,77.7,72.1,179534,
2020,30,Visa Inc A,67,61.9,54.3,66.4,73.6,71.1,179534,
2021,21,Visa Inc A,66.2,61,65.4,67.7,64,72.8,179534,
2018,747,Colfax,52.6,15.3,44.6,37.1,38.4,31.1,179577,
2019,636,Colfax Corp,48.4,16.1,47.3,37.1,42,31.6,179577,
2020,830,Colfax Corp,52.9,23.8,44.2,36.5,44.6,35.3,179577,
2021,808,Colfax Corp,46.5,24.8,45.3,42.6,43.2,35.9,179577,
2017,125, Philip Morris International ,31.4,60.4,61.3,52.2,71.4,58.2,179621,
2018,107,Philip Morris International,34.1,60.3,60.7,53.3,73.5,60.4,179621,
2019,69,Philip Morris International Inc,28.9,53.5,69.6,51.8,83.5,64.1,179621,
2020,78, Philip Morris International ,30.4,52.4,76.7,52.3,80.9,63.7,179621,
2021,118, Philip Morris International ,35.7,54,63,60.2,74.2,60.4,179621,
2017,188, Dr Pepper Snapple Group ,56.8,46.8,49.8,57.6,54.2,54.5,179700,
2018,266,Dr Pepper Snapple Group,53.8,43.8,48.6,61.2,50.4,52.8,179700,
2018,740,MRC Global,36.7,40.7,43.8,38.3,37.7,34.1,180016,
2020,738,MRC Global Inc,41.7,49.7,43.8,45.1,36.9,40.4,180016,
2017,343, Scripps Networks Interactive ,49.9,56.8,49.6,41.3,51.3,49.1,180167,
2020,602,Black Knight Inc.,55.4,42.9,46,41.8,48.4,44.7,180272,
2021,657,Black Knight Inc,42.7,43.8,48.3,45.9,44.3,42.7,180272,
2017,328,Activision Blizzard,54.2,53.1,52.4,39.6,52.8,49.8,180405,
2018,220,Activision Blizzard,64,57.2,53.7,39.4,53.5,54.3,180405,
2019,232,Activision Blizzard Inc,61.2,56.3,49.1,47.3,51.6,53.5,180405,
2020,203, Activision Blizzard Inc ,65.4,49.6,53.4,50.2,54,56.2,180405,
2021,388,Activision Blizzard Inc,56.4,45.1,52.5,43.8,54.6,49.9,180405,
2018,665,Berry Global Group,46.2,33.3,48.5,40.8,47.2,39.7,180483,
2020,502, Berry Global Group Inc ,48.1,44.4,52.9,44.3,50.7,47.1,180483,
2021,433,Berry Global Group Inc,48.8,43.1,52.9,51.5,47.2,48.6,180483,
2017,393,Verisk Analytics,50.4,45,56.1,40.2,52.8,47.5,180652,
2018,375,Verisk Analytics,49.2,49.8,52.9,41.9,52.9,48.7,180652,
2019,248,Verisk Analytics Inc,61.2,49.5,51.3,49.2,52.5,53.1,180652,
2020,203,Verisk Analytics Inc,50.8,55.5,55.9,53.3,55.2,56.2,180652,
2021,218,Verisk Analytics Inc,56.6,59,52.5,50.8,50.6,55.8,180652,
2018,206,Broadcom,64.1,45.5,45.4,46.6,67.3,54.9,180711,
2019,400,Broadcom Inc,50.8,45.8,49,41.5,55.2,47.3,180711,
2020,347,Broadcom Inc,52.8,52.1,53.8,45.2,50.1,51,180711,
2021,501,Broadcom Inc,45.2,42,52.3,45.7,55.3,46.6,180711,
2018,745,Green Plains,39.2,30.9,43.3,38.5,37.5,31.8,181269,
2020,853,Green Plains Inc.,44.9,29.2,40.7,34.2,40.9,31.8,181269,
2019,218,Hyatt Hotels Corp,56.9,60.2,49.2,51,48.1,53.9,183366,
2020,297,Hyatt Hotels Corp A,53.7,57.8,48.5,50.9,48.4,52.4,183366,
2018,281,Fortinet,54.3,61,45.7,41,57.8,52.1,183377,
2019,192,Fortinet Inc,53.2,66,46.2,43,61.2,55.4,183377,
2020,159,Fortinet Inc,54.1,68.7,49.1,45.6,64.5,58.2,183377,
2021,255,Fortinet Inc,60.8,61.6,43.7,45.5,57,54.1,183377,
2018,520,KAR Auction Services,49.4,49.6,47.9,38.3,49,44.7,183581,
2019,409,KAR Auction Services Inc,52.8,44.4,50.5,46.4,47.6,47,183581,
2020,483, KAR Auction Services Inc ,62.1,43.2,48.9,44,45.3,47.5,183581,
2021,795,Generac Holdings Inc,35.1,37.1,43,35.3,64.5,37.1,183736,
2017,592,Cenovus Energy?€?,41.2,23.5,41.5,66.6,39.9,39.5,183791,
2019,522,Sensata Technologies Holding PLC,43.1,37.9,47.2,47.8,49,42.8,183942,
2020,483, Sensata Technologies Holding plc ,59.2,42.2,47.2,47.9,46.2,47.5,183942,
2021,415, Sensata Technologies Holding plc ,54.4,41.9,51.3,52.1,45.2,49.2,183942,
2018,707,Cboe Global Markets,34.8,42.5,43.6,38,48.4,37.1,184500,
2019,530,"Cboe Global Markets, Inc",41.2,49.8,44.5,42.8,46.5,42.5,184500,
2020,674," Cboe Global Markets, Inc ",39.1,50.4,43.7,41,52.7,42.6,184500,
2021,634," Cboe Global Markets, Inc ",37,57.2,43,44.5,48.2,43.4,184500,
2017,622, FleetCor Technologies ,48.4,29.1,50.6,36.6,50.4,38.4,184700,
2018,681,FleetCor Technologies,40.1,36.8,47.8,37.4,50.4,38.6,184700,
2019,547,Fleetcor Technologies Inc,45,35.9,47.5,39.7,54.2,41.7,184700,
2020,683, FleetCor Technologies Inc ,38.4,51.2,41.4,39.7,55.9,42.3,184700,
2021,769, FleetCor Technologies Inc ,33.4,46.8,43.8,42,48.4,38.8,184700,
2020,207, NXP Semiconductor NV ,55.3,54.8,53.7,60.2,45,56.1,184725,
2021,201,NXP Semiconductor NV,50.6,54.1,52.4,62.5,49.4,56.7,184725,
2017,399, First American Financial ?€? ,52.3,55.4,45.6,40,50,47.4,184899,
2018,468,First American Financial,46.3,53.9,47,42.7,47.9,46,184899,
2020,661, First American Financial Corp ,33.8,48.8,46.9,44.8,51.9,43,184899,
2021,566, First American Financial Corp ,39.9,49.8,50.5,43.3,52.2,45.1,184899,
2017,399,Tesla Motors,50.1,54.5,50.2,44.1,44,47.4,184996,
2018,277,Tesla,65.6,54.4,62.6,43.2,33.8,52.3,184996,
2019,375,Tesla Inc,63.3,50.1,55.9,41.5,37.9,47.9,184996,
2020,253,"Tesla, Inc",61.9,51,57.7,41.5,52.9,53.8,184996,
2021,249,"Tesla, Inc",57.1,53.5,54.9,40.8,64.2,54.3,184996,
2020,832,AMERCO Inc,44.3,33.5,42.1,36.5,45.2,35.2,185128,
2021,838,AMERCO Inc,41.3,27.1,40.6,35.5,49.5,32.1,185128,
2018,372,Pinnacle Foods,61.4,43.6,48.2,47.6,46.9,48.8,185334,
2020,539, Horizon Therapeutics ,45.8,51.4,41.9,38.2,63.8,46,185355,
2021,544,Horizon Therapeutics,44.4,54.5,44.6,37.6,61.4,45.6,185355,
2017,585,Targa Resources,55.5,52.4,39.8,33.9,38.6,40,185532,
2018,750,Targa Resources,33.6,35.9,43.4,33.6,36.1,29.7,185532,
2020,861, Targa Resources Corp ,37.2,33.1,38.7,33.7,42,30.3,185532,
2021,787,Targa Resources Corp,40.3,48.9,39.9,37.9,44.1,37.6,185532,
2019,539,Spirit Airlines Inc,34.1,63.5,43.1,36.9,44.5,42.1,185624,
2020,849,Spirit Airlines Inc.,27,50.8,40.6,35.9,38.7,33,185624,
2017,224, Booz Allen Hamilton ,53.9,55.7,43.4,51.8,57.2,53.4,185881,
2018,170,Booz Allen Hamilton,52.3,57.4,50.4,56.1,55.1,56.5,185881,
2019,232,Booz Allen Hamilton Holding Corp,52.1,55.1,49.7,51.3,54.2,53.5,185881,
2020,211, Booz Allen Hamilton Holding Corp A ,50,57.4,51.3,54.7,57.1,55.9,185881,
2017,246, Huntington Ingalls Industries ,48.8,51,52.1,48.2,58.5,52.3,186310,
2018,351,Huntington Ingalls Industries,53.1,49.7,46.9,40.5,60.1,49.4,186310,
2019,421,Huntington Ingalls Industries Inc,45.8,51,48.5,42.5,50.9,46.6,186310,
2020,520, Huntington Ingalls Industries Inc. ,49.2,52.5,48.3,41,49,46.5,186310,
2021,608, Huntington Ingalls Industries Inc ,48.7,44.3,48.8,41.8,47.8,44,186310,
2017,691,NGL Energy Partners?€?,39.4,21,39.9,39.4,38.9,27.8,186501,
2021,808,VEREIT Inc,40.4,37.7,40.2,41.3,44.9,35.9,186783,
2017,370,Aramark,54.5,43.2,47.7,49.7,50.6,48.3,186858,
2018,532,Aramark,55.5,38.5,45.8,46,46.8,44.4,186858,
2019,516,Aramark,47.7,35.9,47.7,48.7,46.9,43,186858,
2020,668,ARAMARK,53.8,35.8,44.8,46.8,45.1,42.8,186858,
2017,411,Marathon Petroleum,37,62.9,46.9,45.2,48.5,47,186989,
2018,288,Marathon Petroleum,40.7,67.1,44.1,51.9,51.6,51.7,186989,
2019,350,Marathon Petroleum Corp,39.6,60.8,46.8,47.1,49.9,48.8,186989,
2020,641, Marathon Petroleum Corp. ,23.5,57.8,44.7,56.2,42.5,43.5,186989,
2021,636, Marathon Petroleum Corp ,42,46.8,40.5,56.5,37.9,43.3,186989,
2018,406,Zillow Group,53.1,70.6,43.1,38.8,40.9,47.8,187039,
2020,606,Zillow Group Inc C,47.2,61.9,46.5,40.4,37.3,44.6,187039,
2021,550,Zillow Group Inc C,45.3,61.8,43.1,41.6,45.4,45.5,187039,
2019,576,AMC Networks Inc,53,43.5,45.6,32.4,47.7,40.5,187406,
2020,822, AMC Networks Inc.-A ,41.2,37.3,44.1,36,46.4,36.2,187406,
2021,422,Enphase Energy Inc,48.1,52.7,43.4,37.8,75.7,48.9,187450,
2020,738,Ubiquiti Inc,35.7,31.2,43.3,33.7,77.8,40.4,187462,
2021,827,Ubiquiti Inc,26.1,21.9,43.3,32.6,85.3,33.6,187462,
2018,286,Trinseo,58,38.8,48.7,50.8,60.4,51.8,187551,
2020,674,Trinseo SA,49.1,38,49.9,49.8,36.3,42.6,187551,
